contrato_id,Contrato,Órgão,orgao_curto,Município,Situação,Empresa,Período,Valor do Contrato,valor_contrato,data_inicio_txt,data_fim_txt,ano_inicio,ano_fim,dias_duracao,dias_ate_fim,tipo_contrato,objeto,n_municipios_contrato,flag_multimunicipal,flag_teste,flag_valor_zero,flag_andamento_vencido,status_prazo
97,"AJ/TP/084/25 - Lote 32 Rodovia ERS-355 Entre BRS-470 (Vila Flores) e ERS-441 (Vista Alegre do Prata),",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Vila Flores,Andamento,CONCRESUL ENGENHARIA LTDA,10/12/2025 a 10/12/2026,"R$ 56.059.714,98",56059714.98,10/12/2025,10/12/2026,2025,2026,365,182,AJ/TP,"Lote 32 Rodovia ERS-355 Entre BRS-470 (Vila Flores) e ERS-441 (Vista Alegre do Prata),",1,False,False,False,False,Vigente pela data
98,AJ/TP/085/25 - lote 33 Rodovia ERS-305 sob o trecho compreendido entre o entr. ERS-342 (Horizontina) (Vila Cascata),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Horizontina,Andamento,CARPENEDO & CIA LTDA,10/12/2025 a 10/12/2026,"R$ 28.873.702,52",28873702.52,10/12/2025,10/12/2026,2025,2026,365,182,AJ/TP,lote 33 Rodovia ERS-305 sob o trecho compreendido entre o entr. ERS-342 (Horizontina) (Vila Cascata),1,False,False,False,False,Vigente pela data
99,AJ/TP/086/25 - Lote 31 na Rodovia RSC-453 trecho (Westflália) entr. VSR-863 (Imigrante).,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Imigrante,Andamento,PLANO NORTE ENGENHARIA LTDA,10/12/2025 a 10/12/2026,"R$ 14.474.396,15",14474396.15,10/12/2025,10/12/2026,2025,2026,365,182,AJ/TP,Lote 31 na Rodovia RSC-453 trecho (Westflália) entr. VSR-863 (Imigrante).,1,False,False,False,False,Vigente pela data
100,AJ/TP/087/09 - ENTR. ERS/527 (TUPANCIRETÃ) - ENTR. RSC/377 (SANTA TECLA),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Tupanciretã,Andamento,BGSE CONSTRUCOES LTDA,12/03/2010 a 31/12/2026,"R$ 144.493.754,83",144493754.83,12/03/2010,31/12/2026,2010,2026,6138,203,AJ/TP,ENTR. ERS/527 (TUPANCIRETÃ) - ENTR. RSC/377 (SANTA TECLA),1,False,False,False,False,Vigente pela data
101,"AJ/TP/087/25 - Rodovias ERS-241, no Trecho São Francisco de Assis - Várzea do Rio Jaguari, LOTE 34",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,São Francisco de Assis,Andamento,CONSTRUTORA ALEGRETENSE LTDA,10/12/2025 a 10/12/2026,"R$ 80.072.454,15",80072454.15,10/12/2025,10/12/2026,2025,2026,365,182,AJ/TP,"Rodovias ERS-241, no Trecho São Francisco de Assis - Várzea do Rio Jaguari, LOTE 34",1,False,False,False,False,Vigente pela data
102,AJ/TP/121/10-22 - ALEGRETE MAÇAMBARÁ,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Alegrete,Andamento,CONSTRUTORA ALEGRETENSE LTDA,23/06/2023 a 15/09/2024,"R$ 52.000.000,00",52000000.0,23/06/2023,15/09/2024,2023,2024,450,-634,AJ/TP,22 - ALEGRETE MAÇAMBARÁ,1,False,False,False,True,Encerrado pela data
103,AJ/TP/135/10 - SERRA GRANDE - SANTA MARIA DO HERVAL,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,"Gramado, Santa Maria do Herval",Andamento,CONSTRUTORAPELOTENSELTDA,17/12/2021 a 01/12/2026,"R$ 44.851.628,86",44851628.86,17/12/2021,01/12/2026,2021,2026,1810,173,AJ/TP,SERRA GRANDE - SANTA MARIA DO HERVAL,2,True,False,False,False,Vigente pela data
104,AJ/TP/136/10 - ENTR. BRS-116 (SAPUCAIA DO SUL) - ENTR. BRS-290 (GRAVATAI),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Sapucaia do Sul,Andamento,SULTEPA CONSTRUÇÕES E COMÉRCIO LTDA.,20/12/2010 a 31/12/2026,"R$ 79.312.472,72",79312472.72,20/12/2010,31/12/2026,2010,2026,5855,203,AJ/TP,ENTR. BRS-116 (SAPUCAIA DO SUL) - ENTR. BRS-290 (GRAVATAI),1,False,False,False,False,Vigente pela data
105,PJ/TP/009/90 - TAINHAS - CAMBARÁ DO SUL E ACESSO AO ITAIMBEZINHO,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Cambará do Sul,Andamento,CONSTRUTORA SULTEPA S/A,07/06/2024 a 31/12/2027,"R$ 135.334.738,28",135334738.28,07/06/2024,31/12/2027,2024,2027,1302,568,PJ/TP,TAINHAS - CAMBARÁ DO SUL E ACESSO AO ITAIMBEZINHO,1,False,False,False,False,Vigente pela data
106,PJ/TP/057/94 - Rodovia RS/410 Trecho Candelária Bexiga,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Candelária,Andamento,RGS ENGENHARIA S.A,18/07/2025 a 24/06/2027,"R$ 40.341.415,22",40341415.22,18/07/2025,24/06/2027,2025,2027,706,378,PJ/TP,Rodovia RS/410 Trecho Candelária Bexiga,1,False,False,False,False,Vigente pela data
107,PJ/TP/102/98 - FINAL ZONA URBANA (AMARAL FERRADOR) - ENTRONCAMENTO BR/116,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,"Amaral Ferrador, Santa Maria",Andamento,DOBIL ENGENHARIA LTDA,11/10/2023 a 31/10/2026,"R$ 50.575.325,87",50575325.87,11/10/2023,31/10/2026,2023,2026,1116,142,PJ/TP,FINAL ZONA URBANA (AMARAL FERRADOR) - ENTRONCAMENTO BR/116,2,True,False,False,False,Vigente pela data
108,PJ/TP/127/01 - Rodovia RS/305 no Trecho HORIZONTINA - CRISSIUMAL.,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Horizontina,Andamento,SBS - ENGENHARIA E CONSTRUCOES LTDA,18/02/2022 a 30/04/2026,"R$ 25.672.261,61",25672261.61,18/02/2022,30/04/2026,2022,2026,1532,-42,PJ/TP,Rodovia RS/305 no Trecho HORIZONTINA - CRISSIUMAL.,1,False,False,False,True,Encerrado pela data
109,PJ/TP/127/98 - São Martinho da Serra - Entroncamento BR/287 Santa Maria,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Santa Maria,Andamento,CONSTR.CONTINENTAL DE SAO PAULO LTDA,02/09/2021 a 25/06/2026,"R$ 30.598.600,25",30598600.25,02/09/2021,25/06/2026,2021,2026,1757,14,PJ/TP,São Martinho da Serra - Entroncamento BR/287 Santa Maria,1,False,False,False,False,Vigente pela data
110,"PJ/TP/131/98 - Execução nos Trechos São Pedro do Sul - BR/327, no Municipio de Dilermano Aguiar",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Dilermando de Aguiar,Andamento,CONSTR.CONTINENTAL DE SAO PAULO LTDA,09/08/2022 a 08/08/2026,"R$ 54.951.699,23",54951699.23,09/08/2022,08/08/2026,2022,2026,1460,58,PJ/TP,"Execução nos Trechos São Pedro do Sul - BR/327, no Municipio de Dilermano Aguiar",1,False,False,False,False,Vigente pela data
111,"PJ/TP/142/98 - RODOVIA ERS/492, TRECHO: TUPANCI DO SUL, COM EXTENSÃO DE 18,320 KM E RODOVIA ERS/465, TRECHO: SANTO EXPEDITO DO SUL, COM EXTENSÃO DE 10,163 KM.",DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,"Santo Expedito do Sul, Tupanci do Sul",Andamento,RGS ENGENHARIA S.A,09/02/2026 a 12/10/2026,"R$ 28.217.552,97",28217552.97,09/02/2026,12/10/2026,2026,2026,245,123,PJ/TP,"RODOVIA ERS/492, TRECHO: TUPANCI DO SUL, COM EXTENSÃO DE 18,320 KM E RODOVIA ERS/465, TRECHO: SANTO EXPEDITO DO SUL, COM EXTENSÃO DE 10,163 KM.",2,True,False,False,False,Vigente pela data
112,PJ/TP/155/98 - IVORA - SÃO JOÃO DO POLESINE E ACESSO A FAXINAL DO SOTURNO (LOTE 2),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Ivorá,Andamento,BGSE CONSTRUCOES LTDA,28/05/1998 a 31/12/2026,"R$ 97.995.801,54",97995801.54,28/05/1998,31/12/2026,1998,2026,10444,203,PJ/TP,IVORA - SÃO JOÃO DO POLESINE E ACESSO A FAXINAL DO SOTURNO (LOTE 2),1,False,False,False,False,Vigente pela data
113,PJ/TP/163/98 - CAMBARA DO SUL-SAO JOSE DOS AUSENTES,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,"Cambará do Sul, São José dos Ausentes",Andamento,CONSTRUTORA SULTEPA S/A,04/06/1998 a 31/12/2026,"R$ 122.352.654,77",122352654.77,04/06/1998,31/12/2026,1998,2026,10437,203,PJ/TP,CAMBARA DO SUL-SAO JOSE DOS AUSENTES,2,True,False,False,False,Vigente pela data
114,PJ/TP/216/98 - BR/285 (acesso á GARRUCHOS) na Rodovia RS/176.,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Garruchos,Andamento,CARPENEDO & CIA LTDA,22/03/2024 a 04/02/2027,"R$ 39.998.681,48",39998681.48,22/03/2024,04/02/2027,2024,2027,1049,238,PJ/TP,BR/285 (acesso á GARRUCHOS) na Rodovia RS/176.,1,False,False,False,False,Vigente pela data
115,PJ/TP/229/98 - BARAO TRIUNFO - LOTE 1 (POSTO DE GASOLINA FINAL DA ZONA URBANA MARIANA PIMENTEL),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Barão do Triunfo,Andamento,R. SCHAEFFER CONSTRUÇÕES LTDA,28/08/2024 a 30/01/2027,"R$ 30.475.433,88",30475433.88,28/08/2024,30/01/2027,2024,2027,885,233,PJ/TP,BARAO TRIUNFO - LOTE 1 (POSTO DE GASOLINA FINAL DA ZONA URBANA MARIANA PIMENTEL),1,False,False,False,False,Vigente pela data
116,PJ/TP/282/98 - VENÂNCIO AIRES - VILA MELOS,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,"Passo do Sobrado, Vale Verde, Venâncio Aires",Andamento,CONSTRUTORAPELOTENSELTDA,30/06/2022 a 29/11/2024,"R$ 25.955.626,56",25955626.56,30/06/2022,29/11/2024,2022,2024,883,-559,PJ/TP,VENÂNCIO AIRES - VILA MELOS,3,True,False,False,True,Encerrado pela data
117,PJ/TP/433/98 - CRISSIUMAL - BR/468 (PADRE GONZALES),DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Crissiumal,Andamento,RGS ENGENHARIA S.A,26/11/1998 a 25/12/2026,"R$ 91.370.545,52",91370545.52,26/11/1998,25/12/2026,1998,2026,10256,197,PJ/TP,CRISSIUMAL - BR/468 (PADRE GONZALES),1,False,False,False,False,Vigente pela data
118,TESTE - Teste,DAER - Departamento Autônomo de Estradas de Rodagem do Rio Grande do Sul,DAER,Agudo,Andamento,Encopav Engenharia Ltda,31/03/2025 a 26/03/2027,"R$ 33.219.059,83",33219059.83,31/03/2025,26/03/2027,2025,2027,725,288,Não identificado,Teste,1,False,True,False,False,Vigente pela data
